"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.43.45","8.8.8.8","DNS","83","Standard query 0x1d7c HTTPS configuration.apple.com"
"2","0.000093","192.168.43.45","8.8.8.8","DNS","83","Standard query 0xb805 A configuration.apple.com"
"3","0.000217","192.168.43.45","8.8.8.8","DNS","74","Standard query 0x8fdc A api.github.com"
"4","0.127652","192.168.43.45","8.8.8.8","DNS","91","Standard query 0xdb38 A signaler-pa.clients6.google.com"
"5","0.127897","192.168.43.45","8.8.8.8","DNS","91","Standard query 0x8bf4 HTTPS signaler-pa.clients6.google.com"
"6","0.166777","192.168.43.45","8.8.8.8","DNS","86","Standard query 0x15ee A waa-pa.clients6.google.com"
"7","0.167012","192.168.43.45","8.8.8.8","DNS","86","Standard query 0xb025 HTTPS waa-pa.clients6.google.com"
"8","0.184115","192.168.43.45","8.8.8.8","DNS","75","Standard query 0x279c A play.google.com"
"9","0.184350","192.168.43.45","8.8.8.8","DNS","75","Standard query 0xd043 HTTPS play.google.com"
"10","0.832387","192.168.43.45","157.240.11.54","TCP","78","60230  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3781683945 TSecr=0 SACK_PERM"
"11","0.832551","192.168.43.45","8.8.8.8","DNS","82","Standard query 0xfc9a HTTPS api.apple-cloudkit.com"
"12","0.832765","192.168.43.45","8.8.8.8","DNS","116","Standard query 0x70ef A prod-dynamite-prod-05-us-signaler-pa.clients6.google.com"
"13","0.832862","192.168.43.45","8.8.8.8","DNS","91","Standard query 0x6e1b A signaler-pa.clients6.google.com"
"14","0.833124","192.168.43.45","8.8.8.8","DNS","86","Standard query 0x78e6 A waa-pa.clients6.google.com"
"15","0.833230","192.168.43.45","8.8.8.8","DNS","78","Standard query 0x9de8 HTTPS init.ess.apple.com"
"16","0.833335","192.168.43.45","8.8.8.8","DNS","78","Standard query 0xd0f8 A init.ess.apple.com"
"17","1.099676","192.168.43.45","157.240.241.61","TCP","78","60231  >  5222 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=730748290 TSecr=0 SACK_PERM"
"18","1.099821","192.168.43.45","8.8.8.8","DNS","79","Standard query 0x7ebd HTTPS query.ess.apple.com"
"19","1.100016","192.168.43.45","8.8.8.8","DNS","79","Standard query 0xb4fe A query.ess.apple.com"
"20","1.720790","192.168.43.45","8.8.8.8","DNS","77","Standard query 0xb057 A metrics.cursor.sh"
"21","1.720854","192.168.43.45","8.8.8.8","DNS","77","Standard query 0x65a0 HTTPS metrics.cursor.sh"
"22","1.928303","192.168.43.45","8.8.8.8","DNS","75","Standard query 0xde2b A ssl.gstatic.com"
"23","1.928368","192.168.43.45","8.8.8.8","DNS","75","Standard query 0x7e00 HTTPS ssl.gstatic.com"
"24","2.733691","192.168.43.45","8.8.8.8","DNS","77","Standard query 0xd3e8 A metrics.cursor.sh"
"25","2.733870","192.168.43.45","8.8.8.8","DNS","77","Standard query 0x7847 HTTPS metrics.cursor.sh"
"26","2.941936","192.168.43.45","8.8.8.8","DNS","75","Standard query 0xe9f6 A ssl.gstatic.com"
"27","2.942054","192.168.43.45","8.8.8.8","DNS","75","Standard query 0x1216 HTTPS ssl.gstatic.com"
"28","2.992308","192.168.43.45","8.8.8.8","DNS","76","Standard query 0xe02d A repo42.cursor.sh"
"29","3.778618","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"30","3.780578","192.168.43.45","192.168.43.42","UDP","45","2399  >  2390 Len=3"
"31","3.789299","192.168.43.42","192.168.43.45","UDP","74","2390  >  2399 Len=32"
"32","3.790218","192.168.43.45","192.168.43.42","UDP","45","2399  >  2390 Len=3"
"33","3.794518","192.168.43.42","192.168.43.45","UDP","49","2390  >  2399 Len=7"
"34","3.795117","192.168.43.45","192.168.43.42","UDP","45","2399  >  2390 Len=3"
"35","3.799400","192.168.43.42","192.168.43.45","UDP","47","2390  >  2399 Len=5"
"36","3.799732","192.168.43.45","192.168.43.42","UDP","45","2399  >  2390 Len=3"
"37","3.803926","192.168.43.42","192.168.43.45","UDP","53","2390  >  2399 Len=11"
"38","3.808248","192.168.43.45","192.168.43.42","UDP","45","2399  >  2390 Len=3"
"39","3.812636","192.168.43.42","192.168.43.45","UDP","46","2390  >  2399 Len=4"
"40","3.813263","192.168.43.45","192.168.43.42","UDP","45","2399  >  2390 Len=3"
"41","3.813609","192.168.43.45","31.13.66.51","TCP","78","60232  >  80 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1124878712 TSecr=0 SACK_PERM"
"42","3.817617","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"43","3.822537","192.168.43.45","192.168.43.42","UDP","52","2399  >  2390 Len=10"
"44","3.827091","192.168.43.42","192.168.43.45","UDP","47","2390  >  2399 Len=5"
"45","3.828771","192.168.43.45","192.168.43.42","UDP","64","2399  >  2390 Len=22"
"46","3.829231","192.168.43.45","192.168.43.42","UDP","64","2399  >  2390 Len=22"
"47","3.830304","192.168.43.45","192.168.43.42","UDP","47","2399  >  2390 Len=5"
"48","3.830364","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"49","3.835323","192.168.43.42","192.168.43.45","UDP","47","2390  >  2399 Len=5"
"50","3.835329","192.168.43.42","192.168.43.45","UDP","47","2390  >  2399 Len=5"
"51","3.835330","192.168.43.42","192.168.43.45","UDP","47","2390  >  2399 Len=5"
"52","3.835331","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"53","3.835539","192.168.43.45","192.168.43.42","UDP","47","2399  >  2390 Len=5"
"54","3.835783","192.168.43.45","192.168.43.42","UDP","47","2399  >  2390 Len=5"
"55","3.836256","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"56","3.841479","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"57","3.841480","192.168.43.42","192.168.43.45","UDP","47","2390  >  2399 Len=5"
"58","3.841481","192.168.43.42","192.168.43.45","UDP","47","2390  >  2399 Len=5"
"59","3.841989","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"60","3.846882","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"61","3.849120","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"62","3.857615","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"63","3.857897","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"64","3.862237","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"65","3.862539","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"66","3.867437","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"67","3.867607","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"68","3.872135","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"69","3.872316","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"70","3.876596","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"71","3.876820","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"72","3.882701","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"73","3.882703","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"74","3.882985","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"75","3.887348","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"76","3.887547","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"77","3.891935","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"78","3.892117","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"79","3.896242","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"80","3.896422","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"81","3.900558","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"82","3.900721","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"83","3.905025","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"84","3.905201","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"85","3.909411","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"86","3.909601","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"87","3.913880","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"88","3.914069","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"89","3.918485","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"90","3.918717","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"91","3.920276","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"92","3.922963","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"93","3.923141","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"94","3.927629","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"95","3.927878","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"96","3.932219","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"97","3.932458","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"98","3.937990","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"99","3.938282","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"100","3.941026","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"101","3.943416","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"102","3.943589","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"103","3.949058","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"104","3.949325","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"105","3.953768","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"106","3.954030","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"107","3.959803","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"108","3.960029","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"109","3.961857","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"110","3.964379","192.168.43.42","192.168.43.45","UDP","49","2390  >  2399 Len=7"
"111","3.964566","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"112","3.968757","192.168.43.42","192.168.43.45","UDP","49","2390  >  2399 Len=7"
"113","3.969010","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"114","3.974623","192.168.43.42","192.168.43.45","UDP","49","2390  >  2399 Len=7"
"115","3.974856","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"116","3.979049","192.168.43.42","192.168.43.45","UDP","49","2390  >  2399 Len=7"
"117","3.979282","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"118","3.982991","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"119","3.983199","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"120","3.987461","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"121","3.987730","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"122","3.992058","192.168.43.42","192.168.43.45","UDP","49","2390  >  2399 Len=7"
"123","3.992282","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"124","3.996542","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"125","3.996775","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"126","4.001010","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"127","4.001012","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"128","4.001363","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"129","4.005735","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"130","4.006026","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"131","4.010735","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"132","4.011057","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"133","4.015275","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"134","4.015554","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"135","4.022628","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"136","4.023147","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"137","4.027498","192.168.43.42","192.168.43.45","UDP","49","2390  >  2399 Len=7"
"138","4.027928","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"139","4.032247","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"140","4.032597","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"141","4.036833","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"142","4.037314","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"143","4.039538","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"144","4.049965","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"145","4.049969","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"146","4.050253","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"147","4.070833","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"148","4.071373","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"149","4.072107","192.168.43.45","31.13.88.61","TCP","78","60233  >  443 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1141769137 TSecr=0 SACK_PERM"
"150","4.079746","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"151","4.080268","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"152","4.081626","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"153","4.085917","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"154","4.086544","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"155","4.090929","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"156","4.091324","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"157","4.095598","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"158","4.095910","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"159","4.100227","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"160","4.100698","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"161","4.104819","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"162","4.105152","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"163","4.108876","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"164","4.109169","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"165","4.114537","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"166","4.114873","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"167","4.119187","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"168","4.119516","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"169","4.121064","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"170","4.123851","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"171","4.124159","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"172","4.128498","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"173","4.129288","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"174","4.133149","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"175","4.133714","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"176","4.139289","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"177","4.139706","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"178","4.142047","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"179","4.146606","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"180","4.147044","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"181","4.152409","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"182","4.153159","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"183","4.157540","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"184","4.157984","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"185","4.163005","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"186","4.164370","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"187","4.164698","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"188","4.168997","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"189","4.169274","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"190","4.173536","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"191","4.173739","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"192","4.178048","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"193","4.178442","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"194","4.182722","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"195","4.183043","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"196","4.188363","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"197","4.188700","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"198","4.193003","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"199","4.193346","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"200","4.197670","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"201","4.198056","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"202","4.199835","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"203","4.202616","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"204","4.202932","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"205","4.207225","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"206","4.207562","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"207","4.211923","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"208","4.212272","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"209","4.216400","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"210","4.216733","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"211","4.221051","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"212","4.221426","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"213","4.225319","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"214","4.225810","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"215","4.230104","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"216","4.230696","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"217","4.237708","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"218","4.238573","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"219","4.240132","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"220","4.240135","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"221","4.256409","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"222","4.256866","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"223","4.261118","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"224","4.261322","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"225","4.266799","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"226","4.267091","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"227","4.272017","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"228","4.272777","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"229","4.277155","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"230","4.277583","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"231","4.281299","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"232","4.281301","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"233","4.281910","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"234","4.286270","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"235","4.286834","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"236","4.291358","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"237","4.291817","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"238","4.296108","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"239","4.296373","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"240","4.300728","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"241","4.301291","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"242","4.305668","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"243","4.306057","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"244","4.310564","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"245","4.310926","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"246","4.315221","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"247","4.315604","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"248","4.319894","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"249","4.320257","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"250","4.321383","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"251","4.324460","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"252","4.324799","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"253","4.329381","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"254","4.329753","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"255","4.334177","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"256","4.334785","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"257","4.339070","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"258","4.339740","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"259","4.342748","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"260","4.344042","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"261","4.344444","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"262","4.360868","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"263","4.378644","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"264","4.379270","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"265","4.383822","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"266","4.384199","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"267","4.388374","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"268","4.388736","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"269","4.392853","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"270","4.393223","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"271","4.397637","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"272","4.398079","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"273","4.399910","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"274","4.402701","192.168.43.42","192.168.43.45","UDP","48","2390  >  2399 Len=6"
"275","4.403043","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"276","4.407349","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"277","4.407717","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"278","4.411984","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"279","4.412365","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"280","4.416639","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"281","4.417027","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"282","4.421433","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"283","4.421821","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"284","4.426097","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"285","4.426489","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"286","4.430724","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"287","4.431103","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"288","4.435094","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"289","4.435506","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"290","4.439999","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"291","4.440386","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"292","4.441705","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"293","4.441707","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"294","4.445004","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"295","4.445321","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"296","4.453872","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"297","4.454284","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"298","4.460173","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"299","4.460551","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"300","4.469877","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"301","4.470399","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"302","4.475447","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"303","4.475900","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"304","4.482726","192.168.43.42","192.168.43.45","UDP","51","2390  >  2399 Len=9"
"305","4.482729","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
